80.12.39.0;05:21:50 29-09-15;off;off;off;off;off;off;off;null;null;null;off;off;off;off;off;off;;off;off;;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;null;null;off;off;off;;;;;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;off;null;;;;;;;;;;null;null;;
199.19.249.196;13:43:05 29-09-15;
194.39.218.10;13:43:05 29-09-15;
